"station_id","stationname","date","daytype","rides"
40010,"Austin-Forest Park",2022-03-12,"A",343
40010,"Austin-Forest Park",2022-03-13,"U",262
40010,"Austin-Forest Park",2022-01-01,"A",231
40010,"Austin-Forest Park",2022-01-02,"U",178
40010,"Austin-Forest Park",2022-01-03,"W",374
40010,"Austin-Forest Park",2022-01-04,"W",425
40010,"Austin-Forest Park",2022-01-05,"W",383
40010,"Austin-Forest Park",2022-01-06,"W",354
40010,"Austin-Forest Park",2022-01-07,"W",333
40010,"Austin-Forest Park",2022-01-08,"A",207
40010,"Austin-Forest Park",2022-01-09,"U",174
40010,"Austin-Forest Park",2022-01-10,"W",369
40010,"Austin-Forest Park",2022-01-11,"W",387
40010,"Austin-Forest Park",2022-01-12,"W",425
40010,"Austin-Forest Park",2022-01-13,"W",475
40010,"Austin-Forest Park",2022-01-14,"W",446
40010,"Austin-Forest Park",2022-01-15,"A",192
40010,"Austin-Forest Park",2022-01-16,"U",204
40010,"Austin-Forest Park",2022-01-17,"W",274
40010,"Austin-Forest Park",2022-01-18,"W",506
40010,"Austin-Forest Park",2022-01-19,"W",474
40010,"Austin-Forest Park",2022-01-20,"W",458
40010,"Austin-Forest Park",2022-01-21,"W",445
40010,"Austin-Forest Park",2022-01-22,"A",231
40010,"Austin-Forest Park",2022-01-23,"U",220
40010,"Austin-Forest Park",2022-01-24,"W",560
40010,"Austin-Forest Park",2022-01-25,"W",509
40010,"Austin-Forest Park",2022-01-26,"W",446
40010,"Austin-Forest Park",2022-01-27,"W",554
40010,"Austin-Forest Park",2022-01-28,"W",505
40010,"Austin-Forest Park",2022-01-29,"A",239
40010,"Austin-Forest Park",2022-01-30,"U",202
40010,"Austin-Forest Park",2022-01-31,"W",568
40020,"Harlem-Lake",2022-01-01,"A",500
40020,"Harlem-Lake",2022-01-02,"U",609
40020,"Harlem-Lake",2022-01-03,"W",1059
40020,"Harlem-Lake",2022-01-04,"W",1243
40020,"Harlem-Lake",2022-01-05,"W",1080
40020,"Harlem-Lake",2022-01-06,"W",1046
40020,"Harlem-Lake",2022-01-07,"W",1001
40020,"Harlem-Lake",2022-01-08,"A",762
40020,"Harlem-Lake",2022-01-09,"U",500
40020,"Harlem-Lake",2022-01-10,"W",1095
40020,"Harlem-Lake",2022-01-11,"W",1187
40020,"Harlem-Lake",2022-01-12,"W",1256
40020,"Harlem-Lake",2022-01-13,"W",1229
40020,"Harlem-Lake",2022-01-14,"W",1311
40020,"Harlem-Lake",2022-01-15,"A",801
40020,"Harlem-Lake",2022-01-16,"U",592
40020,"Harlem-Lake",2022-01-17,"W",934
40020,"Harlem-Lake",2022-01-18,"W",1281
40020,"Harlem-Lake",2022-01-19,"W",1236
40020,"Harlem-Lake",2022-01-20,"W",1204
40020,"Harlem-Lake",2022-01-21,"W",1291
40020,"Harlem-Lake",2022-01-22,"A",815
40020,"Harlem-Lake",2022-01-23,"U",556
40020,"Harlem-Lake",2022-01-24,"W",1175
40020,"Harlem-Lake",2022-01-25,"W",1267
40020,"Harlem-Lake",2022-01-26,"W",1054
40020,"Harlem-Lake",2022-01-27,"W",1356
40020,"Harlem-Lake",2022-01-28,"W",1234
40020,"Harlem-Lake",2022-01-29,"A",853
40020,"Harlem-Lake",2022-01-30,"U",616
40020,"Harlem-Lake",2022-01-31,"W",1426
40030,"Pulaski-Lake",2022-01-01,"A",284
40030,"Pulaski-Lake",2022-01-02,"U",304
40030,"Pulaski-Lake",2022-01-03,"W",534
40030,"Pulaski-Lake",2022-01-04,"W",574
40030,"Pulaski-Lake",2022-01-05,"W",447
40030,"Pulaski-Lake",2022-01-06,"W",500
40030,"Pulaski-Lake",2022-01-07,"W",507
40030,"Pulaski-Lake",2022-01-08,"A",371
40030,"Pulaski-Lake",2022-01-09,"U",300
40030,"Pulaski-Lake",2022-01-10,"W",507
40030,"Pulaski-Lake",2022-01-11,"W",510
40030,"Pulaski-Lake",2022-01-12,"W",553
40030,"Pulaski-Lake",2022-01-13,"W",563
40030,"Pulaski-Lake",2022-01-14,"W",603
40030,"Pulaski-Lake",2022-01-15,"A",401
40030,"Pulaski-Lake",2022-01-16,"U",297
40030,"Pulaski-Lake",2022-01-17,"W",427
40030,"Pulaski-Lake",2022-01-18,"W",616
40030,"Pulaski-Lake",2022-01-19,"W",560
40030,"Pulaski-Lake",2022-01-20,"W",543
40030,"Pulaski-Lake",2022-01-21,"W",558
40030,"Pulaski-Lake",2022-01-22,"A",395
40030,"Pulaski-Lake",2022-01-23,"U",280
40030,"Pulaski-Lake",2022-01-24,"W",534
40030,"Pulaski-Lake",2022-01-25,"W",525
40030,"Pulaski-Lake",2022-01-26,"W",498
40030,"Pulaski-Lake",2022-01-27,"W",548
40030,"Pulaski-Lake",2022-01-28,"W",574
40030,"Pulaski-Lake",2022-01-29,"A",390
40030,"Pulaski-Lake",2022-01-30,"U",272
40030,"Pulaski-Lake",2022-01-31,"W",539
40040,"Quincy/Wells",2022-01-01,"A",493
40040,"Quincy/Wells",2022-01-02,"U",578
40040,"Quincy/Wells",2022-01-03,"W",1363
40040,"Quincy/Wells",2022-01-04,"W",1670
40040,"Quincy/Wells",2022-01-05,"W",1461
40040,"Quincy/Wells",2022-01-06,"W",1448
40040,"Quincy/Wells",2022-01-07,"W",1193
40040,"Quincy/Wells",2022-01-08,"A",475
40040,"Quincy/Wells",2022-01-09,"U",400
40040,"Quincy/Wells",2022-01-10,"W",1431
40040,"Quincy/Wells",2022-01-11,"W",1596
40040,"Quincy/Wells",2022-01-12,"W",1662
40040,"Quincy/Wells",2022-01-13,"W",1652
40040,"Quincy/Wells",2022-01-14,"W",1451
40040,"Quincy/Wells",2022-01-15,"A",592
40040,"Quincy/Wells",2022-01-16,"U",512
40040,"Quincy/Wells",2022-01-17,"W",1099
40040,"Quincy/Wells",2022-01-18,"W",1936
40040,"Quincy/Wells",2022-01-19,"W",1910
40040,"Quincy/Wells",2022-01-20,"W",1811
40040,"Quincy/Wells",2022-01-21,"W",1474
40040,"Quincy/Wells",2022-01-22,"A",537
40040,"Quincy/Wells",2022-01-23,"U",431
40040,"Quincy/Wells",2022-01-24,"W",1840
40040,"Quincy/Wells",2022-01-25,"W",1856
40040,"Quincy/Wells",2022-01-26,"W",1727
40040,"Quincy/Wells",2022-01-27,"W",1930
40040,"Quincy/Wells",2022-01-28,"W",1514
40040,"Quincy/Wells",2022-01-29,"A",532
40040,"Quincy/Wells",2022-01-30,"U",445
40040,"Quincy/Wells",2022-01-31,"W",1960
40050,"Davis",2022-01-01,"A",502
40050,"Davis",2022-01-02,"U",527
40050,"Davis",2022-01-03,"W",980
40050,"Davis",2022-01-04,"W",976
40050,"Davis",2022-01-05,"W",934
40050,"Davis",2022-01-06,"W",860
40050,"Davis",2022-01-07,"W",947
40050,"Davis",2022-01-08,"A",754
40050,"Davis",2022-01-09,"U",546
40050,"Davis",2022-01-10,"W",962
40050,"Davis",2022-01-11,"W",1047
40050,"Davis",2022-01-12,"W",1088
40050,"Davis",2022-01-13,"W",1079
40050,"Davis",2022-01-14,"W",1198
40050,"Davis",2022-01-15,"A",906
40050,"Davis",2022-01-16,"U",706
40050,"Davis",2022-01-17,"W",913
40050,"Davis",2022-01-18,"W",1177
40050,"Davis",2022-01-19,"W",1155
40050,"Davis",2022-01-20,"W",1085
40050,"Davis",2022-01-21,"W",1222
40050,"Davis",2022-01-22,"A",988
40050,"Davis",2022-01-23,"U",642
40050,"Davis",2022-01-24,"W",1105
40050,"Davis",2022-01-25,"W",1082
40050,"Davis",2022-01-26,"W",996
40050,"Davis",2022-01-27,"W",1197
40050,"Davis",2022-01-28,"W",1316
40050,"Davis",2022-01-29,"A",966
40050,"Davis",2022-01-30,"U",635
40050,"Davis",2022-01-31,"W",1201
40060,"Belmont-O'Hare",2022-01-01,"A",884
40060,"Belmont-O'Hare",2022-01-02,"U",891
40060,"Belmont-O'Hare",2022-01-03,"W",1559
40060,"Belmont-O'Hare",2022-01-04,"W",1737
40060,"Belmont-O'Hare",2022-01-05,"W",1589
40060,"Belmont-O'Hare",2022-01-06,"W",1609
40060,"Belmont-O'Hare",2022-01-07,"W",1562
40060,"Belmont-O'Hare",2022-01-08,"A",1083
40060,"Belmont-O'Hare",2022-01-09,"U",811
40060,"Belmont-O'Hare",2022-01-10,"W",1481
40060,"Belmont-O'Hare",2022-01-11,"W",1715
40060,"Belmont-O'Hare",2022-01-12,"W",1831
40060,"Belmont-O'Hare",2022-01-13,"W",1948
40060,"Belmont-O'Hare",2022-01-14,"W",1897
40060,"Belmont-O'Hare",2022-01-15,"A",1151
40060,"Belmont-O'Hare",2022-01-16,"U",855
40060,"Belmont-O'Hare",2022-01-17,"W",1310
40060,"Belmont-O'Hare",2022-01-18,"W",1941
40060,"Belmont-O'Hare",2022-01-19,"W",1972
40060,"Belmont-O'Hare",2022-01-20,"W",1956
40060,"Belmont-O'Hare",2022-01-21,"W",2002
40060,"Belmont-O'Hare",2022-01-22,"A",1246
40060,"Belmont-O'Hare",2022-01-23,"U",956
40060,"Belmont-O'Hare",2022-01-24,"W",2012
40060,"Belmont-O'Hare",2022-01-25,"W",2018
40060,"Belmont-O'Hare",2022-01-26,"W",1910
40060,"Belmont-O'Hare",2022-01-27,"W",2239
40060,"Belmont-O'Hare",2022-01-28,"W",2158
40060,"Belmont-O'Hare",2022-01-29,"A",1251
40060,"Belmont-O'Hare",2022-01-30,"U",918
40060,"Belmont-O'Hare",2022-01-31,"W",2187
40070,"Jackson/Dearborn",2022-01-01,"A",722
40070,"Jackson/Dearborn",2022-01-02,"U",797
40070,"Jackson/Dearborn",2022-01-03,"W",1287
40070,"Jackson/Dearborn",2022-01-04,"W",1388
40070,"Jackson/Dearborn",2022-01-05,"W",1258
40070,"Jackson/Dearborn",2022-01-06,"W",1228
40070,"Jackson/Dearborn",2022-01-07,"W",1118
40070,"Jackson/Dearborn",2022-01-08,"A",736
40070,"Jackson/Dearborn",2022-01-09,"U",601
40070,"Jackson/Dearborn",2022-01-10,"W",1224
40070,"Jackson/Dearborn",2022-01-11,"W",1369
40070,"Jackson/Dearborn",2022-01-12,"W",1495
40070,"Jackson/Dearborn",2022-01-13,"W",1573
40070,"Jackson/Dearborn",2022-01-14,"W",1484
40070,"Jackson/Dearborn",2022-01-15,"A",851
40070,"Jackson/Dearborn",2022-01-16,"U",654
40070,"Jackson/Dearborn",2022-01-17,"W",980
40070,"Jackson/Dearborn",2022-01-18,"W",1951
40070,"Jackson/Dearborn",2022-01-19,"W",1930
40070,"Jackson/Dearborn",2022-01-20,"W",1932
40070,"Jackson/Dearborn",2022-01-21,"W",1695
40070,"Jackson/Dearborn",2022-01-22,"A",846
40070,"Jackson/Dearborn",2022-01-23,"U",715
40070,"Jackson/Dearborn",2022-01-24,"W",2154
40070,"Jackson/Dearborn",2022-01-25,"W",2313
40070,"Jackson/Dearborn",2022-01-26,"W",1985
40070,"Jackson/Dearborn",2022-01-27,"W",2294
40070,"Jackson/Dearborn",2022-01-28,"W",1806
40070,"Jackson/Dearborn",2022-01-29,"A",886
40070,"Jackson/Dearborn",2022-01-30,"U",644
40070,"Jackson/Dearborn",2022-01-31,"W",2357
40080,"Sheridan",2022-01-01,"A",946
40080,"Sheridan",2022-01-02,"U",804
40080,"Sheridan",2022-01-03,"W",1278
40080,"Sheridan",2022-01-04,"W",1316
40080,"Sheridan",2022-01-05,"W",1162
40080,"Sheridan",2022-01-06,"W",1183
40080,"Sheridan",2022-01-07,"W",1223
40080,"Sheridan",2022-01-08,"A",1112
40080,"Sheridan",2022-01-09,"U",790
40080,"Sheridan",2022-01-10,"W",1206
40080,"Sheridan",2022-01-11,"W",1275
40080,"Sheridan",2022-01-12,"W",1487
40080,"Sheridan",2022-01-13,"W",1506
40080,"Sheridan",2022-01-14,"W",1557
40080,"Sheridan",2022-01-15,"A",1374
40080,"Sheridan",2022-01-16,"U",970
40080,"Sheridan",2022-01-17,"W",1122
40080,"Sheridan",2022-01-18,"W",1607
40080,"Sheridan",2022-01-19,"W",1675
40080,"Sheridan",2022-01-20,"W",1585
40080,"Sheridan",2022-01-21,"W",1584
40080,"Sheridan",2022-01-22,"A",1351
40080,"Sheridan",2022-01-23,"U",917
40080,"Sheridan",2022-01-24,"W",1701
40080,"Sheridan",2022-01-25,"W",1604
40080,"Sheridan",2022-01-26,"W",1547
40080,"Sheridan",2022-01-27,"W",1736
40080,"Sheridan",2022-01-28,"W",1761
40080,"Sheridan",2022-01-29,"A",1399
40080,"Sheridan",2022-01-30,"U",1002
40080,"Sheridan",2022-01-31,"W",1687
40090,"Damen-Brown",2022-01-01,"A",343
40090,"Damen-Brown",2022-01-02,"U",344
40090,"Damen-Brown",2022-01-03,"W",839
40090,"Damen-Brown",2022-01-04,"W",914
40090,"Damen-Brown",2022-01-05,"W",720
40090,"Damen-Brown",2022-01-06,"W",703
40090,"Damen-Brown",2022-01-07,"W",654
40090,"Damen-Brown",2022-01-08,"A",495
40090,"Damen-Brown",2022-01-09,"U",327
40090,"Damen-Brown",2022-01-10,"W",739
40090,"Damen-Brown",2022-01-11,"W",808
40090,"Damen-Brown",2022-01-12,"W",1052
40090,"Damen-Brown",2022-01-13,"W",1024
40090,"Damen-Brown",2022-01-14,"W",1092
40090,"Damen-Brown",2022-01-15,"A",582
40090,"Damen-Brown",2022-01-16,"U",416
40090,"Damen-Brown",2022-01-17,"W",577
40090,"Damen-Brown",2022-01-18,"W",1149
40090,"Damen-Brown",2022-01-19,"W",1105
40090,"Damen-Brown",2022-01-20,"W",1032
40090,"Damen-Brown",2022-01-21,"W",1045
40090,"Damen-Brown",2022-01-22,"A",486
40090,"Damen-Brown",2022-01-23,"U",328
40090,"Damen-Brown",2022-01-24,"W",1073
40090,"Damen-Brown",2022-01-25,"W",1015
40090,"Damen-Brown",2022-01-26,"W",903
40090,"Damen-Brown",2022-01-27,"W",1194
40090,"Damen-Brown",2022-01-28,"W",1019
40090,"Damen-Brown",2022-01-29,"A",610
40090,"Damen-Brown",2022-01-30,"U",325
40090,"Damen-Brown",2022-01-31,"W",1138
40100,"Morse",2022-01-01,"A",926
40100,"Morse",2022-01-02,"U",863
40100,"Morse",2022-01-03,"W",1345
40100,"Morse",2022-01-04,"W",1478
40100,"Morse",2022-01-05,"W",1285
40100,"Morse",2022-01-06,"W",1322
40100,"Morse",2022-01-07,"W",1329
40100,"Morse",2022-01-08,"A",1064
40100,"Morse",2022-01-09,"U",856
40100,"Morse",2022-01-10,"W",1257
40100,"Morse",2022-01-11,"W",1390
40100,"Morse",2022-01-12,"W",1545
40100,"Morse",2022-01-13,"W",1515
40100,"Morse",2022-01-14,"W",1671
40100,"Morse",2022-01-15,"A",1181
40100,"Morse",2022-01-16,"U",957
40100,"Morse",2022-01-17,"W",1154
40100,"Morse",2022-01-18,"W",1630
40100,"Morse",2022-01-19,"W",1580
40100,"Morse",2022-01-20,"W",1557
40100,"Morse",2022-01-21,"W",1720
40100,"Morse",2022-01-22,"A",1283
40100,"Morse",2022-01-23,"U",1036
40100,"Morse",2022-01-24,"W",1604
40100,"Morse",2022-01-25,"W",1677
40100,"Morse",2022-01-26,"W",1592
40100,"Morse",2022-01-27,"W",1759
40100,"Morse",2022-01-28,"W",1794
40100,"Morse",2022-01-29,"A",1286
40100,"Morse",2022-01-30,"U",1012
40100,"Morse",2022-01-31,"W",1840
40120,"35th/Archer",2022-01-01,"A",383
40120,"35th/Archer",2022-01-02,"U",430
40120,"35th/Archer",2022-01-03,"W",886
40120,"35th/Archer",2022-01-04,"W",998
40120,"35th/Archer",2022-01-05,"W",838
40120,"35th/Archer",2022-01-06,"W",785
40120,"35th/Archer",2022-01-07,"W",767
40120,"35th/Archer",2022-01-08,"A",481
40120,"35th/Archer",2022-01-09,"U",384
40120,"35th/Archer",2022-01-10,"W",843
40120,"35th/Archer",2022-01-11,"W",942
40120,"35th/Archer",2022-01-12,"W",1207
40120,"35th/Archer",2022-01-13,"W",1155
40120,"35th/Archer",2022-01-14,"W",1137
40120,"35th/Archer",2022-01-15,"A",535
40120,"35th/Archer",2022-01-16,"U",409
40120,"35th/Archer",2022-01-17,"W",679
40120,"35th/Archer",2022-01-18,"W",1223
40120,"35th/Archer",2022-01-19,"W",1221
40120,"35th/Archer",2022-01-20,"W",1103
40120,"35th/Archer",2022-01-21,"W",1186
40120,"35th/Archer",2022-01-22,"A",557
40120,"35th/Archer",2022-01-23,"U",389
40120,"35th/Archer",2022-01-24,"W",1213
40120,"35th/Archer",2022-01-25,"W",1157
40120,"35th/Archer",2022-01-26,"W",1029
40120,"35th/Archer",2022-01-27,"W",1281
40120,"35th/Archer",2022-01-28,"W",1070
40120,"35th/Archer",2022-01-29,"A",559
40120,"35th/Archer",2022-01-30,"U",398
40120,"35th/Archer",2022-01-31,"W",1264
40130,"51st",2022-01-01,"A",183
40130,"51st",2022-01-02,"U",188
40130,"51st",2022-01-03,"W",335
40130,"51st",2022-01-04,"W",378
40130,"51st",2022-01-05,"W",313
40130,"51st",2022-01-06,"W",297
40130,"51st",2022-01-07,"W",298
40130,"51st",2022-01-08,"A",201
40130,"51st",2022-01-09,"U",162
40130,"51st",2022-01-10,"W",317
40130,"51st",2022-01-11,"W",322
40130,"51st",2022-01-12,"W",381
40130,"51st",2022-01-13,"W",384
40130,"51st",2022-01-14,"W",386
40130,"51st",2022-01-15,"A",272
40130,"51st",2022-01-16,"U",214
40130,"51st",2022-01-17,"W",262
40130,"51st",2022-01-18,"W",431
40130,"51st",2022-01-19,"W",382
40130,"51st",2022-01-20,"W",342
40130,"51st",2022-01-21,"W",371
40130,"51st",2022-01-22,"A",218
40130,"51st",2022-01-23,"U",191
40130,"51st",2022-01-24,"W",339
40130,"51st",2022-01-25,"W",353
40130,"51st",2022-01-26,"W",293
40130,"51st",2022-01-27,"W",388
40130,"51st",2022-01-28,"W",363
40130,"51st",2022-01-29,"A",220
40130,"51st",2022-01-30,"U",190
40130,"51st",2022-01-31,"W",391
40140,"Dempster-Skokie",2022-01-01,"A",174
40140,"Dempster-Skokie",2022-01-02,"U",247
40140,"Dempster-Skokie",2022-01-03,"W",386
40140,"Dempster-Skokie",2022-01-04,"W",437
40140,"Dempster-Skokie",2022-01-05,"W",381
40140,"Dempster-Skokie",2022-01-06,"W",381
40140,"Dempster-Skokie",2022-01-07,"W",365
40140,"Dempster-Skokie",2022-01-08,"A",265
40140,"Dempster-Skokie",2022-01-09,"U",175
40140,"Dempster-Skokie",2022-01-10,"W",365
40140,"Dempster-Skokie",2022-01-11,"W",408
40140,"Dempster-Skokie",2022-01-12,"W",456
40140,"Dempster-Skokie",2022-01-13,"W",479
40140,"Dempster-Skokie",2022-01-14,"W",438
40140,"Dempster-Skokie",2022-01-15,"A",289
40140,"Dempster-Skokie",2022-01-16,"U",222
40140,"Dempster-Skokie",2022-01-17,"W",388
40140,"Dempster-Skokie",2022-01-18,"W",551
40140,"Dempster-Skokie",2022-01-19,"W",497
40140,"Dempster-Skokie",2022-01-20,"W",503
40140,"Dempster-Skokie",2022-01-21,"W",453
40140,"Dempster-Skokie",2022-01-22,"A",298
40140,"Dempster-Skokie",2022-01-23,"U",168
40140,"Dempster-Skokie",2022-01-24,"W",531
40140,"Dempster-Skokie",2022-01-25,"W",498
40140,"Dempster-Skokie",2022-01-26,"W",486
40140,"Dempster-Skokie",2022-01-27,"W",574
40140,"Dempster-Skokie",2022-01-28,"W",473
40140,"Dempster-Skokie",2022-01-29,"A",260
40140,"Dempster-Skokie",2022-01-30,"U",184
40140,"Dempster-Skokie",2022-01-31,"W",590
40150,"Pulaski-Cermak",2022-01-01,"A",288
40150,"Pulaski-Cermak",2022-01-02,"U",281
40150,"Pulaski-Cermak",2022-01-03,"W",481
40150,"Pulaski-Cermak",2022-01-04,"W",468
40150,"Pulaski-Cermak",2022-01-05,"W",453
40150,"Pulaski-Cermak",2022-01-06,"W",421
40150,"Pulaski-Cermak",2022-01-07,"W",479
40150,"Pulaski-Cermak",2022-01-08,"A",346
40150,"Pulaski-Cermak",2022-01-09,"U",254
40150,"Pulaski-Cermak",2022-01-10,"W",425
40150,"Pulaski-Cermak",2022-01-11,"W",452
40150,"Pulaski-Cermak",2022-01-12,"W",527
40150,"Pulaski-Cermak",2022-01-13,"W",502
40150,"Pulaski-Cermak",2022-01-14,"W",526
40150,"Pulaski-Cermak",2022-01-15,"A",325
40150,"Pulaski-Cermak",2022-01-16,"U",260
40150,"Pulaski-Cermak",2022-01-17,"W",388
40150,"Pulaski-Cermak",2022-01-18,"W",609
40150,"Pulaski-Cermak",2022-01-19,"W",556
40150,"Pulaski-Cermak",2022-01-20,"W",514
40150,"Pulaski-Cermak",2022-01-21,"W",519
40150,"Pulaski-Cermak",2022-01-22,"A",347
40150,"Pulaski-Cermak",2022-01-23,"U",276
40150,"Pulaski-Cermak",2022-01-24,"W",501
40150,"Pulaski-Cermak",2022-01-25,"W",478
40150,"Pulaski-Cermak",2022-01-26,"W",484
40150,"Pulaski-Cermak",2022-01-27,"W",545
40150,"Pulaski-Cermak",2022-01-28,"W",486
40150,"Pulaski-Cermak",2022-01-29,"A",396
40150,"Pulaski-Cermak",2022-01-30,"U",290
40150,"Pulaski-Cermak",2022-01-31,"W",547
40160,"LaSalle/Van Buren",2022-01-01,"A",150
40160,"LaSalle/Van Buren",2022-01-02,"U",180
40160,"LaSalle/Van Buren",2022-01-03,"W",607
40160,"LaSalle/Van Buren",2022-01-04,"W",718
40160,"LaSalle/Van Buren",2022-01-05,"W",665
40160,"LaSalle/Van Buren",2022-01-06,"W",644
40160,"LaSalle/Van Buren",2022-01-07,"W",566
40160,"LaSalle/Van Buren",2022-01-08,"A",201
40160,"LaSalle/Van Buren",2022-01-09,"U",167
40160,"LaSalle/Van Buren",2022-01-10,"W",662
40160,"LaSalle/Van Buren",2022-01-11,"W",704
40160,"LaSalle/Van Buren",2022-01-12,"W",744
40160,"LaSalle/Van Buren",2022-01-13,"W",768
40160,"LaSalle/Van Buren",2022-01-14,"W",656
40160,"LaSalle/Van Buren",2022-01-15,"A",274
40160,"LaSalle/Van Buren",2022-01-16,"U",167
40160,"LaSalle/Van Buren",2022-01-17,"W",423
40160,"LaSalle/Van Buren",2022-01-18,"W",845
40160,"LaSalle/Van Buren",2022-01-19,"W",842
40160,"LaSalle/Van Buren",2022-01-20,"W",814
40160,"LaSalle/Van Buren",2022-01-21,"W",690
40160,"LaSalle/Van Buren",2022-01-22,"A",244
40160,"LaSalle/Van Buren",2022-01-23,"U",174
40160,"LaSalle/Van Buren",2022-01-24,"W",842
40160,"LaSalle/Van Buren",2022-01-25,"W",881
40160,"LaSalle/Van Buren",2022-01-26,"W",790
40160,"LaSalle/Van Buren",2022-01-27,"W",926
40160,"LaSalle/Van Buren",2022-01-28,"W",790
40160,"LaSalle/Van Buren",2022-01-29,"A",246
40160,"LaSalle/Van Buren",2022-01-30,"U",187
40160,"LaSalle/Van Buren",2022-01-31,"W",791
40170,"Ashland-Lake",2022-01-01,"A",309
40170,"Ashland-Lake",2022-01-02,"U",375
40170,"Ashland-Lake",2022-01-03,"W",900
40170,"Ashland-Lake",2022-01-04,"W",977
40170,"Ashland-Lake",2022-01-05,"W",734
40170,"Ashland-Lake",2022-01-06,"W",782
40170,"Ashland-Lake",2022-01-07,"W",864
40170,"Ashland-Lake",2022-01-08,"A",501
40170,"Ashland-Lake",2022-01-09,"U",339
40170,"Ashland-Lake",2022-01-10,"W",800
40170,"Ashland-Lake",2022-01-11,"W",910
40170,"Ashland-Lake",2022-01-12,"W",1113
40170,"Ashland-Lake",2022-01-13,"W",1092
40170,"Ashland-Lake",2022-01-14,"W",1045
40170,"Ashland-Lake",2022-01-15,"A",640
40170,"Ashland-Lake",2022-01-16,"U",372
40170,"Ashland-Lake",2022-01-17,"W",595
40170,"Ashland-Lake",2022-01-18,"W",1012
40170,"Ashland-Lake",2022-01-19,"W",1126
40170,"Ashland-Lake",2022-01-20,"W",1086
40170,"Ashland-Lake",2022-01-21,"W",1011
40170,"Ashland-Lake",2022-01-22,"A",565
40170,"Ashland-Lake",2022-01-23,"U",342
40170,"Ashland-Lake",2022-01-24,"W",940
40170,"Ashland-Lake",2022-01-25,"W",919
40170,"Ashland-Lake",2022-01-26,"W",879
40170,"Ashland-Lake",2022-01-27,"W",997
40170,"Ashland-Lake",2022-01-28,"W",987
40170,"Ashland-Lake",2022-01-29,"A",567
40170,"Ashland-Lake",2022-01-30,"U",469
40170,"Ashland-Lake",2022-01-31,"W",1065
40180,"Oak Park-Forest Park",2022-01-01,"A",169
40180,"Oak Park-Forest Park",2022-01-02,"U",125
40180,"Oak Park-Forest Park",2022-01-03,"W",291
40180,"Oak Park-Forest Park",2022-01-04,"W",330
40180,"Oak Park-Forest Park",2022-01-05,"W",294
